state,action,next_state,reward,done
[ 0.67674345 -0.7362189   0.7634882   0.64582187  0.16859502 -0.97808015],1,[ 0.76826483 -0.6401321   0.92564416  0.37839514  1.1361026  -2.124452  ],-1.0172162758655667,False
[ 0.5498678   0.8352517   0.12862216 -0.9916937   0.2707267   0.66156334],0,[ 0.59212744  0.8058443   0.37943682 -0.9252176  -0.7837643   1.9369371 ],-1.0156238380520581,False
[ 0.59212744  0.8058443   0.37943682 -0.9252176  -0.7837643   1.9369371 ],1,[ 0.7841501   0.6205712   0.8028605  -0.59616697 -1.8619648   3.4676025 ],-1.0178367729705369,False
[ 0.7841501   0.6205712   0.8028605  -0.59616697 -1.8619648   3.4676025 ],0,[ 0.97268695  0.23212096  0.9921504   0.12505011 -2.370045    3.9388764 ],-1.0190871192445399,False
[ 0.97268695  0.23212096  0.9921504   0.12505011 -2.370045    3.9388764 ],1,[ 0.97236955 -0.23344678  0.65523064  0.7554289  -2.2154727   3.1555095 ],-1.0178584837213436,False
[ 0.97236955 -0.23344678  0.65523064  0.7554289  -2.2154727   3.1555095 ],2,[ 0.80800563 -0.58917475  0.20167711  0.9794521  -1.6686571   1.9053888 ],-1.015480303138121,False
[ 0.97678065  0.2142417   0.73126924 -0.682089    3.318806   -5.442278  ],1,[ 0.6946137   0.71938294 -0.06663451 -0.99777746  2.4934475  -3.3897877 ],-1.0136611252886198,False
[ 0.6946137   0.71938294 -0.06663451 -0.99777746  2.4934475  -3.3897877 ],0,[ 0.35655394  0.93427473 -0.5464118  -0.83751667  1.5044172  -1.7727047 ],-1.009441993084271,False
[ 0.35655394  0.93427473 -0.5464118  -0.83751667  1.5044172  -1.7727047 ],1,[ 0.1822129   0.9832591  -0.69645727 -0.71759826  0.29581764 -0.17645662],-1.0076089444480139,False
[ 0.1822129   0.9832591  -0.69645727 -0.71759826  0.29581764 -0.17645662],0,[ 0.23900199  0.9710191  -0.62320226 -0.7820607  -0.8734809   1.1598877 ],-1.008494512814805,False
[ 0.23900199  0.9710191  -0.62320226 -0.7820607  -0.8734809   1.1598877 ],1,[ 0.50993204  0.86021465 -0.27144516 -0.9624539  -2.0452614   2.867708  ],-1.0119943046512148,False
[ 0.5377689   0.84309226 -0.16294049 -0.9866359   1.3094137  -0.8560234 ],0,[ 0.40019906  0.9164282  -0.19428581 -0.980945    0.23185933  0.51907295],-1.0122141172344177,False
[ 0.40019906  0.9164282  -0.19428581 -0.980945    0.23185933  0.51907295],2,[ 0.47586578  0.8795179   0.08988702 -0.99595195 -1.0794214   2.358109  ],-1.0139459752647757,False
[ 0.47586578  0.8795179   0.08988702 -0.99595195 -1.0794214   2.358109  ],0,[ 0.73252857  0.6807363   0.65045965 -0.75954086 -2.1520765   3.8232815 ],-1.0172605582296943,False
[ 0.73252857  0.6807363   0.65045965 -0.75954086 -2.1520765   3.8232815 ],0,[ 0.9708885  0.239532   0.999939   0.0110422 -2.7841468  4.6553707],-1.0193907279244854,False
[ 0.9708885  0.239532   0.999939   0.0110422 -2.7841468  4.6553707],1,[ 0.95303726 -0.30285302  0.63366884  0.7736044  -2.5697289   3.7944353 ],-1.0179123575029159,False
[ 0.87373084  0.4864097   0.49185225 -0.87067866  0.25782183 -0.52218825],0,[ 0.87757564  0.47943822  0.48504925 -0.87448686 -0.33529162  0.44362637],-1.0172250544905754,False
[ 0.87757564  0.47943822  0.48504925 -0.87448686 -0.33529162  0.44362637],2,[ 0.93728495  0.3485641   0.67989343 -0.73331094 -1.0858045   1.9537017 ],-1.0183014469780887,False
[ 0.93728495  0.3485641   0.67989343 -0.73331094 -1.0858045   1.9537017 ],1,[ 0.9958155   0.09138656  0.9452745  -0.32627627 -1.5012512   2.854868  ],-1.0196695170343135,False
[ 0.9958155   0.09138656  0.9452745  -0.32627627 -1.5012512   2.854868  ],2,[ 0.97491187 -0.22259133  0.95831454  0.28571528 -1.5625889   3.176444  ],-1.0197278179178393,False
[ 0.97491187 -0.22259133  0.95831454  0.28571528 -1.5625889   3.176444  ],0,[ 0.8907043 -0.4545832  0.695221   0.718796  -0.8619193  1.8607607],-1.0183669322278033,False
[ 0.80296737 -0.596023    0.13158822  0.99130446 -2.6480033   3.312879  ],0,[ 0.48328793 -0.87546146 -0.30978274  0.9508074  -1.5879886   1.2048912 ],-1.0116596888616067,False
[ 0.48328793 -0.87546146 -0.30978274  0.9508074  -1.5879886   1.2048912 ],0,[ 0.30645946 -0.95188373 -0.35865256  0.93347114 -0.3169051  -0.65971684],-1.0108510294652036,False
[ 0.30645946 -0.95188373 -0.35865256  0.93347114 -0.3169051  -0.65971684],1,[ 0.36664665 -0.93036026 -0.07684185  0.9970433   0.9602833  -2.253089  ],-1.0126608230932648,False
[ 0.36664665 -0.93036026 -0.07684185  0.9970433   0.9602833  -2.253089  ],1,[ 0.64016664 -0.7682361   0.52218115  0.8528346   2.2212095  -4.052375  ],-1.0162962788766328,False
[ 0.64016664 -0.7682361   0.52218115  0.8528346   2.2212095  -4.052375  ],2,[ 0.94344145 -0.33153912  0.9973879   0.0722317   3.0305927  -5.191778  ],-1.0190836619432846,False
[ 0.9996231   0.02745241  0.9779626  -0.20878002  3.7996044  -6.658293  ],1,[ 0.7515112   0.6597203   0.19853409 -0.98009396  2.9956117  -4.6851125 ],-1.0154729971580352,False
[ 0.7515112   0.6597203   0.19853409 -0.98009396  2.9956117  -4.6851125 ],2,[ 0.35982856  0.93301845 -0.48040348 -0.8770476   1.8101236  -2.4208612 ],-1.0100526724045404,False
[ 0.35982856  0.93301845 -0.48040348 -0.8770476   1.8101236  -2.4208612 ],2,[ 0.1331691   0.99109334 -0.7153609  -0.69875515  0.52298015 -0.5807481 ],-1.0073043671527964,False
[ 0.1331691   0.99109334 -0.7153609  -0.69875515  0.52298015 -0.5807481 ],1,[ 0.15370852  0.9881162  -0.6895472  -0.7242408  -0.7297728   0.94653475],-1.007633532971571,False
[ 0.15370852  0.9881162  -0.6895472  -0.7242408  -0.7297728   0.94653475],0,[ 0.40370518  0.91488916 -0.41809154 -0.9084049  -1.8648913   2.3862839 ],-1.0106600922577436,False
[ 0.96665263 -0.25609127  0.9844935   0.1754212  -3.7294912   6.297415  ],0,[ 0.61640394 -0.7874301   0.32627907  0.94527346 -2.6329477   4.1153836 ],-1.015618604561911,False
[ 0.61640394 -0.7874301   0.32627907  0.94527346 -2.6329477   4.1153836 ],0,[ 0.2651312  -0.96421236 -0.26604837  0.9639597  -1.3181696   1.9861743 ],-1.0112405530035102,False
[ 0.2651312  -0.96421236 -0.26604837  0.9639597  -1.3181696   1.9861743 ],1,[ 0.13110794 -0.9913681  -0.48717624  0.87330365 -0.04674367  0.43592754],-1.0093300067910547,False
[ 0.13110794 -0.9913681  -0.48717624  0.87330365 -0.04674367  0.43592754],1,[ 0.24639733 -0.9691689  -0.42978996  0.9029289   1.2134159  -1.1031188 ],-1.0101558884458632,False
[ 0.24639733 -0.9691689  -0.42978996  0.9029289   1.2134159  -1.1031188 ],0,[ 0.579405   -0.81503975 -0.02709525  0.99963284  2.4546955  -3.1384408 ],-1.0137844642047336,False
[ 0.76055944 -0.64926827  0.8701503   0.4927864   2.2696195  -4.476421  ],1,[ 0.9837359  -0.17962097  0.89569265 -0.4446737   2.8217943  -4.927229  ],-1.0178498818260648,False
[ 0.9837359  -0.17962097  0.89569265 -0.4446737   2.8217943  -4.927229  ],1,[ 0.9364328   0.35084707  0.24880359 -0.96855396  2.4766285  -3.4977465 ],-1.0150923492088095,False
[ 0.9364328   0.35084707  0.24880359 -0.96855396  2.4766285  -3.4977465 ],1,[ 0.70636356  0.70784926 -0.2697509  -0.96293014  1.7527499  -1.7553761 ],-1.0119743072212377,False
[ 0.70636356  0.70784926 -0.2697509  -0.96293014  1.7527499  -1.7553761 ],1,[ 0.5054852   0.8628353  -0.44228423 -0.89687496  0.7555063  -0.11216991],-1.01055772411552,False
[ 0.5054852   0.8628353  -0.44228423 -0.89687496  0.7555063  -0.11216991],2,[ 0.47919315  0.87770945 -0.2951202  -0.95546013 -0.46849477  1.7033052 ],-1.0117638997822178,False
[ 0.9959322 -0.0901053  0.9912992  0.1316276 -2.1184251  2.2631803],0,[ 0.89335555 -0.4493505   0.8819054   0.4714265  -1.5584702   1.2139586 ],-1.0189304631778577,False
[ 0.89335555 -0.4493505   0.8819054   0.4714265  -1.5584702   1.2139586 ],2,[ 0.7554723  -0.6551806   0.7916253   0.6110068  -0.8832256   0.41744643],-1.017538431145963,False
[ 0.7554723  -0.6551806   0.7916253   0.6110068  -0.8832256   0.41744643],0,[ 0.7082351  -0.70597667  0.8311914   0.5559864   0.19949517 -1.0878274 ],-1.0168942743295877,False
[ 0.7082351  -0.70597667  0.8311914   0.5559864   0.19949517 -1.0878274 ],1,[ 0.7961706  -0.60507226  0.9654249   0.26068133  1.1126906  -2.1212952 ],-1.0172254450664242,False
[ 0.7961706  -0.60507226  0.9654249   0.26068133  1.1126906  -2.1212952 ],2,[ 0.9316331  -0.36340028  0.98220265 -0.18782423  1.6000776  -2.2832778 ],-1.0177843023990207,False
[ 0.97419256 -0.22571848  0.7032361   0.7109564  -3.1765552   5.161387  ],2,[ 0.69827783 -0.71582687 -0.08259589  0.9965831  -2.46099     3.414846  ],-1.0135398390073316,False
[ 0.69827783 -0.71582687 -0.08259589  0.9965831  -2.46099     3.414846  ],0,[ 0.3814462  -0.92439103 -0.52737606  0.84963197 -1.3262775   1.3742025 ],-1.0096567276872757,False
[ 0.3814462  -0.92439103 -0.52737606  0.84963197 -1.3262775   1.3742025 ],0,[ 0.24904716 -0.9684914  -0.60394305  0.79702747 -0.05708014 -0.42544705],-1.0087055108380458,False
[ 0.24904716 -0.9684914  -0.60394305  0.79702747 -0.05708014 -0.42544705],2,[ 0.34864384 -0.93725526 -0.4156649   0.9095178   1.0957073  -1.7864869 ],-1.0105617522166566,False
[ 0.34864384 -0.93725526 -0.4156649   0.9095178   1.0957073  -1.7864869 ],0,[ 0.64501566 -0.7641694   0.1269399   0.9919104   2.3435924  -3.8448598 ],-1.0148488141209546,False
[ 0.5550966   0.83178586  0.56154025 -0.82744944 -1.2667975   1.8967733 ],0,[ 0.8064354   0.5913222   0.8877186  -0.46038643 -2.178535    3.009702  ],-1.0179455986626176,False
[ 0.8064354   0.5913222   0.8877186  -0.46038643 -2.178535    3.009702  ],0,[ 0.9893106   0.14582355  0.9853148   0.17074752 -2.5642014   3.2641375 ],-1.019391940094048,False
[ 0.9893106   0.14582355  0.9853148   0.17074752 -2.5642014   3.2641375 ],0,[ 0.9428255  -0.3332867   0.74730223  0.66448426 -2.189113    2.114624  ],-1.0186886493502256,False
[ 0.9428255  -0.3332867   0.74730223  0.66448426 -2.189113    2.114624  ],0,[ 0.76759934 -0.64093     0.55679077  0.8306528  -1.3096764   0.39042625],-1.017273818464974,False
[ 0.76759934 -0.64093     0.55679077  0.8306528  -1.3096764   0.39042625],1,[ 0.6546637  -0.75592023  0.61209315  0.7907857  -0.27847385 -1.0602967 ],-1.0165314978256237,False
[ 0.6510652  -0.7590218   0.33811015  0.94110656  2.7404218  -4.2938337 ],2,[ 0.9756325  -0.2194111   0.9813699   0.19212782  3.5330708  -5.7799516 ],-1.0197524384850425,False
[ 0.9756325  -0.2194111   0.9813699   0.19212782  3.5330708  -5.7799516 ],2,[ 0.896538    0.44296673  0.6383323  -0.7697609   3.0768642  -4.5238056 ],-1.018098057233467,False
[ 0.896538    0.44296673  0.6383323  -0.7697609   3.0768642  -4.5238056 ],2,[ 0.56396157  0.825801    0.01278635 -0.9999182   2.0091007  -2.2925858 ],-1.0139690610065955,False
[ 0.56396157  0.825801    0.01278635 -0.9999182   2.0091007  -2.2925858 ],0,[ 0.29842535  0.95443296 -0.290425   -0.95689774  0.92766607 -0.82136756],-1.0112504994442792,False
[ 0.29842535  0.95443296 -0.290425   -0.95689774  0.92766607 -0.82136756],0,[ 0.23172112  0.97278225 -0.3215176  -0.9469036  -0.24089634  0.48292738],-1.0107834972583774,False
[ 0.97419256 -0.22571848  0.7032361   0.7109564  -3.1765552   5.161387  ],0,[ 0.712157   -0.7020202  -0.03069239  0.9995289  -2.2801526   2.9321642 ],-1.013919886986079,False
[ 0.712157   -0.7020202  -0.03069239  0.9995289  -2.2801526   2.9321642 ],2,[ 0.4160504 -0.9093416 -0.4422921  0.8968711 -1.3184248  1.3782681],-1.010475967291051,False
[ 0.4160504 -0.9093416 -0.4422921  0.8968711 -1.3184248  1.3782681],1,[ 0.279071   -0.96027046 -0.5419039   0.84044045 -0.13063887 -0.21298754],-1.0093489150491166,False
[ 0.279071   -0.96027046 -0.5419039   0.84044045 -0.13063887 -0.21298754],2,[ 0.36283535 -0.9318533  -0.38585475  0.92255956  1.0101625  -1.5645059 ],-1.0108252373317823,False
[ 0.36283535 -0.9318533  -0.38585475  0.92255956  1.0101625  -1.5645059 ],0,[ 0.64262426 -0.76618147  0.11249781  0.993652    2.24403    -3.5888143 ],-1.0147623582980658,False
[ 0.9519865 -0.30614    0.8287267  0.5596535  0.8216287 -1.1682233],1,[ 0.994273   -0.10686996  0.9600483   0.2798344   1.1727439  -1.861959  ],-1.0197872899487974,False
[ 0.994273   -0.10686996  0.9600483   0.2798344   1.1727439  -1.861959  ],2,[ 0.9926836   0.12074491  0.9971428  -0.07553987  1.0488406  -1.624732  ],-1.0199165187885821,False
[ 0.9926836   0.12074491  0.9971428  -0.07553987  1.0488406  -1.624732  ],2,[ 0.9580515   0.28659603  0.9465395  -0.3225879   0.6078945  -0.8393757 ],-1.0195733755333503,False
[ 0.9580515   0.28659603  0.9465395  -0.3225879   0.6078945  -0.8393757 ],0,[ 0.9290711   0.36990106  0.8952946  -0.4454746   0.25482193 -0.46288964],-1.0192564504555277,False
[ 0.9290711   0.36990106  0.8952946  -0.4454746   0.25482193 -0.46288964],2,[ 0.93497044  0.35472566  0.9047268  -0.42599222 -0.41382158  0.67425627],-1.0193197362925368,False
[ 0.80078936 -0.59894603  0.12793453  0.9917826  -2.9383576   4.0542927 ],2,[ 0.4154085  -0.90963495 -0.4800045   0.87726605 -2.020623    2.287091  ],-1.0101400241443326,False
[ 0.4154085  -0.90963495 -0.4800045   0.87726605 -2.020623    2.287091  ],0,[ 0.14806286 -0.98897797 -0.693192    0.72075295 -0.7565123   0.4104117 ],-1.0075823565513964,False
[ 0.14806286 -0.98897797 -0.693192    0.72075295 -0.7565123   0.4104117 ],1,[ 0.1231504 -0.992388  -0.6403578  0.7680768  0.5088672 -1.116234 ],-1.0080652025074217,False
[ 0.1231504 -0.992388  -0.6403578  0.7680768  0.5088672 -1.116234 ],1,[ 0.34434676 -0.93884254 -0.3073725   0.9515893   1.7648141  -2.7529383 ],-1.011318965167242,False
[ 0.34434676 -0.93884254 -0.3073725   0.9515893   1.7648141  -2.7529383 ],2,[ 0.7281477  -0.6854203   0.39768893  0.9175203   2.8514178  -4.517123  ],-1.0164661098046233,False
[ 0.9996231   0.02745241  0.9779626  -0.20878002  3.7996044  -6.658293  ],2,[ 0.7585432   0.6516228   0.22596265 -0.97413594  2.8988066  -4.4301596 ],-1.0156471479792546,False
[ 0.7585432   0.6516228   0.22596265 -0.97413594  2.8988066  -4.4301596 ],0,[ 0.37056208  0.92880774 -0.4560738  -0.88994193  1.8858418  -2.647708  ],-1.010281433638996,False
[ 0.37056208  0.92880774 -0.4560738  -0.88994193  1.8858418  -2.647708  ],1,[ 0.1229253   0.9924159  -0.74066556 -0.6718739   0.6649091  -0.9997839 ],-1.0069865712399781,False
[ 0.1229253   0.9924159  -0.74066556 -0.6718739   0.6649091  -0.9997839 ],2,[ 0.12193326  0.9925383  -0.75838923 -0.65180194 -0.65402573  0.73152846],-1.0067639876822827,False
[ 0.12193326  0.9925383  -0.75838923 -0.65180194 -0.65402573  0.73152846],1,[ 0.36685103  0.9302797  -0.5267462  -0.8500226  -1.8640848   2.367588  ],-1.0096437239911982,False
[ 0.89358383 -0.44889635  0.91330165  0.40728387  3.2666006  -5.746256  ],0,[ 0.9740653   0.22626695  0.7091883  -0.7050191   3.4318979  -5.7344613 ],-1.0182438358682642,False
[ 0.9740653   0.22626695  0.7091883  -0.7050191   3.4318979  -5.7344613 ],0,[ 0.6649252   0.7469099  -0.17082117 -0.98530203  2.6592908  -3.8254423 ],-1.0128727379933118,False
[ 0.6649252   0.7469099  -0.17082117 -0.98530203  2.6592908  -3.8254423 ],0,[ 0.28988206  0.95706236 -0.6923381  -0.72157323  1.6401287  -2.1678808 ],-1.007797762757793,False
[ 0.28988206  0.95706236 -0.6923381  -0.72157323  1.6401287  -2.1678808 ],1,[ 0.08726532  0.9961851  -0.8606033  -0.50927603  0.41605836 -0.57599795],-1.0051949767763502,False
[ 0.08726532  0.9961851  -0.8606033  -0.50927603  0.41605836 -0.57599795],0,[ 0.12249916  0.9924686  -0.8515481  -0.52427655 -0.76849484  0.75465393],-1.0053851328118466,False
[ 0.99355054  0.11339017  0.99858624  0.05315544 -3.1145697   4.7447243 ],2,[ 0.88006413 -0.4748549   0.5813912   0.81362414 -2.8181777   3.9247255 ],-1.0177807903979006,False
[ 0.88006413 -0.4748549   0.5813912   0.81362414 -2.8181777   3.9247255 ],2,"[ 5.5945849e-01 -8.2885838e-01 -1.6136135e-03  9.9999869e-01
 -1.9532272e+00  2.2903714e+00]",-1.0138741303720498,False
"[ 5.5945849e-01 -8.2885838e-01 -1.6136135e-03  9.9999869e-01
 -1.9532272e+00  2.2903714e+00]",0,[ 0.32002118 -0.9474104  -0.25988805  0.96563876 -0.705937    0.36891338],-1.011517076755718,False
[ 0.32002118 -0.9474104  -0.25988805  0.96563876 -0.705937    0.36891338],2,[ 0.2958256  -0.955242   -0.2044257   0.9788821   0.45483696 -0.93366903],-1.011704204883254,False
[ 0.2958256  -0.955242   -0.2044257   0.9788821   0.45483696 -0.93366903],2,[ 0.48454145 -0.8747683   0.11538843  0.99332047  1.5877453  -2.309806  ],-1.0140937716761023,False
[ 0.72553396  0.68818635  0.45282918 -0.8915973  -0.8009677   0.93976724],2,[ 0.87853575  0.47767654  0.73784316 -0.6749722  -1.776619    2.645466  ],-1.0184917578242538,False
[ 0.87853575  0.47767654  0.73784316 -0.6749722  -1.776619    2.645466  ],2,[ 0.99743164  0.0716251   0.99744946 -0.07137657 -2.3862953   3.8697188 ],-1.0199743159335448,False
[ 0.99743164  0.0716251   0.99744946 -0.07137657 -2.3862953   3.8697188 ],1,[ 0.92582196 -0.37795985  0.78885025  0.61458546 -2.0842018   3.2278965 ],-1.0188844552227057,False
[ 0.92582196 -0.37795985  0.78885025  0.61458546 -2.0842018   3.2278965 ],1,[ 0.7464733  -0.66541535  0.39422798  0.91901267 -1.2727257   1.7663782 ],-1.0165227911946362,False
[ 0.7464733  -0.66541535  0.39422798  0.91901267 -1.2727257   1.7663782 ],0,[ 0.64087546 -0.7676448   0.22804804  0.97364986 -0.18408264 -0.00327324],-1.0153444319702405,False
[ 0.9740653   0.22626695  0.7091883  -0.7050191   3.4318979  -5.7344613 ],2,[ 0.6791149   0.734032   -0.12020642 -0.9927489   2.484032   -3.3533905 ],-1.013261903876364,False
[ 0.6791149   0.734032   -0.12020642 -0.9927489   2.484032   -3.3533905 ],0,[ 0.33897915  0.9407939  -0.58527225 -0.81083685  1.4879773  -1.743231  ],-1.0090341442475412,False
[ 0.33897915  0.9407939  -0.58527225 -0.81083685  1.4879773  -1.743231  ],2,[ 0.17416526  0.9847164  -0.7113771  -0.7028105   0.20753765  0.05556899],-1.0074233714965388,False
[ 0.17416526  0.9847164  -0.7113771  -0.7028105   0.20753765  0.05556899],2,[ 0.26162758  0.9651689  -0.5687577  -0.8225051  -1.1025747   1.8255789 ],-1.009066812172899,False
[ 0.26162758  0.9651689  -0.5687577  -0.8225051  -1.1025747   1.8255789 ],0,[ 0.562791    0.82659924 -0.08957987 -0.99597967 -2.208017    3.3791347 ],-1.0133565225854098,False
[ 0.48379886  0.87517923 -0.19858189 -0.9800843   2.8775792  -4.575871  ],2,[ 0.06038886  0.9981749  -0.77812016 -0.6281155   1.5644599  -2.4558582 ],-1.0064036817389772,False
[ 0.06038886  0.9981749  -0.77812016 -0.6281155   1.5644599  -2.4558582 ],0,[-0.1318816   0.9912655  -0.9480657  -0.31807464  0.36305243 -1.1213466 ],-1.0030844722154346,False
[-0.1318816   0.9912655  -0.9480657  -0.31807464  0.36305243 -1.1213466 ],1,[-0.07994193  0.9967995  -0.9693221  -0.245794   -0.8840393   0.37347838],-1.0024255488871658,False
[-0.07994193  0.9967995  -0.9693221  -0.245794   -0.8840393   0.37347838],2,[ 0.22459963  0.9744511  -0.8782009  -0.478292   -2.16942     2.1600964 ],-1.00493428205594,False
[ 0.22459963  0.9744511  -0.8782009  -0.478292   -2.16942     2.1600964 ],2,[ 0.69929737  0.7148309  -0.42270723 -0.9062663  -3.2587922   4.286166  ],-1.0105152644005078,False
[ 0.9740653   0.22626695  0.7091883  -0.7050191   3.4318979  -5.7344613 ],1,[ 0.67202264  0.7405306  -0.14562966 -0.9893392   2.5722775  -3.5904377 ],-1.0130679214561606,False
[ 0.67202264  0.7405306  -0.14562966 -0.9893392   2.5722775  -3.5904377 ],0,[ 0.31433648  0.9493116  -0.6405531  -0.7679138   1.5650909  -1.9560887 ],-1.0084197680229532,False
[ 0.31433648  0.9493116  -0.6405531  -0.7679138   1.5650909  -1.9560887 ],0,[ 0.12046077  0.9927181  -0.81062925 -0.5855597   0.41204384 -0.5679461 ],-1.0060410749635336,False
[ 0.12046077  0.9927181  -0.81062925 -0.5855597   0.41204384 -0.5679461 ],1,[ 0.16225098  0.98674953 -0.78686035 -0.61713105 -0.83185875  0.9680587 ],-1.0064353589436608,False
[ 0.16225098  0.98674953 -0.78686035 -0.61713105 -0.83185875  0.9680587 ],2,[ 0.4405744  0.8977161 -0.504175  -0.8636015 -2.0827477  2.8531196],-1.0099371676197877,False
[ 0.9756325  -0.2194111   0.9813699   0.19212782  3.5330708  -5.7799516 ],1,[ 0.89113414  0.45373997  0.61416966 -0.789174    3.188368   -4.809474  ],-1.0179652146027267,False
[ 0.89113414  0.45373997  0.61416966 -0.789174    3.188368   -4.809474  ],0,[ 0.52108836  0.8535027  -0.11799707 -0.9930139   2.279686   -2.988192  ],-1.0130714158987302,False
[ 0.52108836  0.8535027  -0.11799707 -0.9930139   2.279686   -2.988192  ],1,[ 0.20711154  0.9783173  -0.5089924  -0.86077106  1.0951241  -1.2292029 ],-1.0094380057434615,False
[ 0.20711154  0.9783173  -0.5089924  -0.86077106  1.0951241  -1.2292029 ],0,[ 0.10771447  0.9941819  -0.6026248  -0.7980247  -0.09349147  0.0859719 ],-1.0083618473996465,False
[ 0.10771447  0.9941819  -0.6026248  -0.7980247  -0.09349147  0.0859719 ],2,[ 0.25680867  0.96646225 -0.43958098 -0.89820296 -1.4184968   1.860269  ],-1.0101199974236232,False
[ 0.9756325  -0.2194111   0.9813699   0.19212782  3.5330708  -5.7799516 ],0,[ 0.88563454  0.46438292  0.58954805 -0.8077333   3.2984748  -5.092104  ],-1.0178285616600478,False
[ 0.88563454  0.46438292  0.58954805 -0.8077333   3.2984748  -5.092104  ],2,[ 0.51083905  0.85967636 -0.14553724 -0.98935276  2.1868637  -2.7218995 ],-1.012870161395052,False
[ 0.51083905  0.85967636 -0.14553724 -0.98935276  2.1868637  -2.7218995 ],2,[ 0.22104147  0.97526443 -0.46989393 -0.8827229   0.92627895 -0.76865494],-1.0097806363883641,False
[ 0.22104147  0.97526443 -0.46989393 -0.8827229   0.92627895 -0.76865494],2,[ 0.16988301  0.9854642  -0.4505439  -0.89275426 -0.41047573  0.97771376],-1.0097312065600816,False
[ 0.16988301  0.9854642  -0.4505439  -0.89275426 -0.41047573  0.97771376],2,[ 0.37792066  0.925838   -0.09037724 -0.9959076  -1.7557237   2.842324  ],-1.0126581431918424,False
[ 0.76465404  0.644441    0.7369899  -0.67590374 -1.4671309   1.5359614 ],1,[ 0.9470114   0.32119986  0.9513905  -0.30798727 -2.195256    2.6632361 ],-1.0194691455225873,False
[ 0.9470114   0.32119986  0.9513905  -0.30798727 -2.195256    2.6632361 ],2,[ 0.98880124 -0.14923833  0.9586947   0.28443703 -2.4489284   3.1244044 ],-1.0197920870884196,False
[ 0.98880124 -0.14923833  0.9586947   0.28443703 -2.4489284   3.1244044 ],2,[ 0.8240642  -0.56649643  0.6637347   0.7479681  -1.9812696   2.2968893 ],-1.0179474543166653,False
[ 0.8240642  -0.56649643  0.6637347   0.7479681  -1.9812696   2.2968893 ],2,[ 0.6089652  -0.7931969   0.38034528  0.92484456 -1.1157879   1.0464478 ],-1.0157416611593084,False
[ 0.6089652  -0.7931969   0.38034528  0.92484456 -1.1157879   1.0464478 ],1,[ 0.5164171  -0.8563372   0.3251604   0.94565886  0.00680529 -0.44447893],-1.014941383384971,False
[ 0.5498678   0.8352517   0.12862216 -0.9916937   0.2707267   0.66156334],2,[ 0.6082729   0.79372793  0.42890373 -0.9033502  -0.99375325  2.494517  ],-1.015861777535699,False
[ 0.6082729   0.79372793  0.42890373 -0.9033502  -0.99375325  2.494517  ],0,[ 0.814983    0.5794849   0.8768191  -0.48082045 -1.9450078   3.6992004 ],-1.0180820380179638,False
[ 0.814983    0.5794849   0.8768191  -0.48082045 -1.9450078   3.6992004 ],1,[ 0.98660195  0.16314588  0.9501043   0.31193238 -2.4621742   4.2149363 ],-1.0187308623695526,False
[ 0.98660195  0.16314588  0.9501043   0.31193238 -2.4621742   4.2149363 ],1,[ 0.95234674 -0.3050176   0.48252106  0.87588435 -2.1779485   3.1091182 ],-1.0167903420143949,False
[ 0.95234674 -0.3050176   0.48252106  0.87588435 -2.1779485   3.1091182 ],2,[ 0.77072644 -0.6371662   0.01350608  0.9999088  -1.5784765   1.7641106 ],-1.0141824401018282,False
[ 0.97678065  0.2142417   0.73126924 -0.682089    3.318806   -5.442278  ],0,[ 0.6875555   0.72613186 -0.09249069 -0.99571353  2.5829773  -3.629202  ],-1.0134698232062136,False
[ 0.6875555   0.72613186 -0.09249069 -0.99571353  2.5829773  -3.629202  ],0,[ 0.331766    0.9433617  -0.6040427  -0.79695195  1.5821778  -1.9854712 ],-1.0088317910418452,False
[ 0.331766    0.9433617  -0.6040427  -0.79695195  1.5821778  -1.9854712 ],1,[ 0.141499    0.9899384  -0.7727705  -0.6346855   0.36726776 -0.3878307 ],-1.0066045232379646,False
[ 0.141499    0.9899384  -0.7727705  -0.6346855   0.36726776 -0.3878307 ],0,[ 0.1854162   0.98266006 -0.7365722  -0.67635894 -0.80989265  0.94497615],-1.0071347469620076,False
[ 0.1854162   0.98266006 -0.7365722  -0.67635894 -0.80989265  0.94497615],2,[ 0.45755887  0.88917935 -0.43902558 -0.8984746  -2.0600727   2.8394248 ],-1.0105558383889701,False
[ 0.9235013  -0.3835952   0.97248626  0.23296031  3.1939735  -5.5818343 ],0,[ 0.96411365  0.2654899   0.62912786 -0.77730185  3.22053    -5.2102795 ],-1.0177703016651225,False
[ 0.96411365  0.2654899   0.62912786 -0.77730185  3.22053    -5.2102795 ],1,[ 0.6716412   0.74087656 -0.1564434  -0.98768693  2.3871233  -3.1601665 ],-1.01298321473694,False
[ 0.6716412   0.74087656 -0.1564434  -0.98768693  2.3871233  -3.1601665 ],0,[ 0.3473928  0.9377197 -0.5863993 -0.8100221  1.393918  -1.5799967],-1.009032556163576,False
[ 0.3473928  0.9377197 -0.5863993 -0.8100221  1.393918  -1.5799967],1,[ 0.19430538  0.9809411  -0.7046758  -0.7095294   0.18622549  0.00535743],-1.0075338964557319,False
[ 0.19430538  0.9809411  -0.7046758  -0.7095294   0.18622549  0.00535743],2,[ 0.28462034  0.95864034 -0.56889933 -0.8224072  -1.114246    1.779174  ],-1.009110926789264,False
